genus_and_species,superkingdom,phylum,class,order,family,genus,Tmin,Topt_ave,Tmax,gc_count,gc_percentage,genome_size,accession,coding_bases,coding_density,ncbi_biosample,ncbi_country,ncbi_isolation_source,ncbi_lat_lon,gtdb_representative,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_rrna_count,ncbi_trna_count,protein_count,trna_aa_count,trna_count,checkm2_completeness,checkm2_contamination
Salinirubellus salinus,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,NA,Salinirubellus,25,37,50,2996025,68.45375320388767,4376714,RS_GCF_025231485.1,3876665,88.57478464437018,SAMN30618693,China: Zhejiang,Zhoushan marine solar saltern,none,TRUE,0,Salinirubellus salinus,none,3,48,4454,19,48,100,2.27
Salinirubrum litoreum,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salinirubrum,20,37,50,2710870,66.84843935562017,4055248,RS_GCF_020567425.1,3488130,86.01520794782465,SAMN22374875,China: Fujian,saline soil,none,TRUE,0,Salinirubrum litoreum,none,3,47,3945,19,46,99.92,0.94
Salinirussus salinus,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salinirussus,25,37,55,2315264,68.72213954079255,3369022,RS_GCF_009831455.1,2989328,88.72984504108314,SAMN13439345,China: Yinggehai; Hainan Province,marine solar saltern,none,TRUE,0,Salinirussus salinus,none,3,56,3471,19,56,99.78,1.28
Saliphagus infecundisoli,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Saliphagus,25,37,50,2910261,64.19502685361405,4533468,RS_GCF_020177375.1,3847424,84.86712600596276,SAMN21542746,China: Loulan,soil,40.14 N 90.16 E,TRUE,0,Saliphagus infecundisoli,none,3,61,4627,19,61,99.82,4.52
Staphylothermus hellenicus,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,70,85,90,582173,36.83830196785895,1580347,RS_GCF_000092465.1,1392873,88.13716228144831,SAMN00002730,Greece: Palaeochori Bay; Milos,water from shallow hydrothermal vent,none,TRUE,0,Staphylothermus hellenicus DSM 12710,1586,3,45,1646,19,45,99.92,0.04
Staphylothermus marinus,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,65,92,98,561080,35.72654307427323,1570485,RS_GCF_000015945.1,1395223,88.84026272138861,SAMN02598390,none,none,none,TRUE,0,Staphylothermus marinus F1,1598,3,45,1659,19,45,99.99,0.25
Stygiolobus azoricus,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Stygiolobus,57,80,89,747405,37.61343969434378,1987069,RS_GCF_009729035.1,1776105,89.38315680029228,SAMN09933091,Portugal:Furnas; Sao Miguel Island; Azores,Hot spring on Sao Miguel Island; Azores,none,TRUE,0,Stygiolobus azoricus,none,3,46,2194,19,46,99.98,0.51
Sulfodiicoccus acidiphilus,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfodiicoccus,50,67.5,70,1203539,51.14502065069997,2353189,RS_GCF_003967175.1,1924946,81.8015892476125,SAMD00112272,none,none,none,TRUE,0,Sulfodiicoccus acidiphilus,none,3,46,2576,19,46,99.91,0.6
Sulfolobus acidocaldarius,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,55,72.5,85,798013,36.747849848337005,2171591,RS_GCF_002215405.1,1924208,88.60821397767812,SAMN06562953,USA,environmental sample,none,FALSE,0,Sulfolobus acidocaldarius,2270,3,46,2346,19,47,99.98,0.11
Sulfolobus metallicus,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,50,65,75,714345,38.49071792547938,1855889,RS_GCF_026627365.1,1627386,87.6876795972173,SAMN31719907,Italy: Naples; Campi Flegrei; Pisciarelli hydrothermal system,acidic hydrothermal system,40.82949 N 14.14728 E,FALSE,0,Sulfuracidifex metallicus,none,6,44,2051,17,44,95.18,0.74
Sulfolobus tengchongensis,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,65,85,95,946674,34.12403148277981,2774215,RS_GCF_036967215.1,2368161,85.36328294670744,SAMN39979237,none,none,none,TRUE,0,Sulfolobus tengchongensis,none,3,46,2822,19,46,99.94,1.12
Sulfurisphaera javensis,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfurisphaera,60,82.5,90,814117,31.68188333013576,2569661,RS_GCF_041154675.1,2269362,88.31367250388281,SAMD00759181,none,none,none,TRUE,0,Sulfurisphaera javensis,none,3,46,2790,19,46,99.54,0.95
Sulfurisphaera ohwakuensis,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfurisphaera,63,84,92,918145,32.74510817909958,2803915,RS_GCF_009729055.1,2402363,85.67888113584043,SAMN09933092,Japan: Ohwaku Valley; Hakone,Hot spring in Ohwaku Valley in the Hakone region of Japan,none,TRUE,0,Sulfurisphaera ohwakuensis,none,3,46,3047,19,46,99.85,0.73
Sulfurisphaera tokodaii,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfurisphaera,70,80,85,815145,32.49802355468325,2509444,RS_GCF_013329795.1,2170118,86.4780405540032,SAMN13193042,none,none,none,FALSE,0,Sulfurisphaera tokodaii,none,3,44,2798,19,44,99.88,0.1
Thermocladium modestius,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermocladium,45,75,82,1012645,52.31355535557275,1938654,RS_GCF_014646535.1,1664001,85.83279945776812,SAMD00245221,none,none,none,FALSE,0,Thermocladium modestius,none,3,44,1951,19,48,96.98,0.31
Thermococcus aggregans,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,60,88,94,818814,43.34397151670075,1889207,RS_GCF_024022995.1,1718136,90.9448249980018,SAMN29154529,Mexico,Sediment,27.51 N 100.57 W,TRUE,0,Thermococcus aggregans,none,4,46,2035,19,46,99.67,0.66
Thermococcus alcaliphilus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,56,85,90,813374,43.02894521754541,1890295,RS_GCF_024054535.1,1743708,92.2452844661812,SAMN29153076,Italy,Water,38.21 N 14.59 E,TRUE,0,Thermococcus alcaliphilus,none,4,46,2081,19,46,99.17,0.2
Thermococcus barophilus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,48,85,95,999285,41.83687268345721,2388527,RS_GCF_001433455.1,2187645,91.5897119856715,SAMN03324231,Atlantic Ocean: Logatchev hydrothermal vent site,hydrothermal fluid,14.75 N 44.98 W,FALSE,0,Thermococcus barophilus,2590,4,47,2657,19,47,99.92,0.88
Thermococcus barossii,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,60,82.5,92,1051414,54.692267758624816,1922421,RS_GCF_002214465.1,1777447,92.45877984062804,SAMN03324153,Pacific Ocean: Juan de Fuca Ridge,flange fragments,none,TRUE,0,Thermococcus barossii,2019,4,46,2035,19,46,99.97,0.03
Thermococcus celericrescens,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,50,80,85,1268792,54.28830231176007,2337139,RS_GCF_001484195.1,2105380,90.0836450035706,SAMN04166689,Japan,hydrothermal vent,none,TRUE,0,Thermococcus celericrescens,2542,4,42,2617,18,43,99.62,1.4
Thermococcus chitonophagus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,60,85,93,881354,44.92168366735832,1961979,RS_GCF_002214605.1,1806102,92.0551137397495,SAMN03324156,Mexico: Off the mexican west coast,hydrothermal fluid,20.83 N 109.1 W,TRUE,0,Thermococcus chitonophagus,2126,4,48,2178,19,48,99.89,0.03
Thermococcus cleftensis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,55,88,94,1088616,55.817502113763275,1950313,RS_GCF_000265525.1,1778260,91.17818524513756,SAMN02603492,Pacific Ocean: Cleft Segment of the Juan de Fuca Ridge,deep-sea hydrothermal sulfide chimney,none,TRUE,0,Thermococcus cleftensis,2052,4,46,2074,19,46,99.3,0.3
Thermococcus eurythermalis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,50,85,100,1136521,53.454060928507865,2126164,RS_GCF_000769655.1,1929295,90.740648416585,SAMN02838508,none,oil-immersed sample,none,TRUE,0,Thermococcus eurythermalis,2246,4,46,2280,19,46,99.99,0.41
Thermococcus gammatolerans,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,55,88,95,1095567,53.56148658624706,2045438,RS_GCF_000022365.1,1893948,92.59376231398848,SAMN02603333,none,none,none,TRUE,0,Thermococcus gammatolerans EJ3,2148,4,46,2175,19,46,99.96,0.3
Thermococcus gorgonarius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,68,84,95,864965,51.66678414117968,1674122,RS_GCF_002214385.1,1535411,91.71440313191034,SAMN03324159,New Zealand: Bay of plenty,hydrothermal sediment,none,TRUE,0,Thermococcus gorgonarius,1817,4,46,1864,19,46,99.98,0.23
Thermococcus guaymasensis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,56,88,90,1015439,52.86228326723632,1920914,RS_GCF_000816105.1,1754278,91.32517124660448,SAMN02429659,USA: Guaymas Basin; Gulf of California,none,none,TRUE,0,Thermococcus guaymasensis DSM 11113,2076,4,46,2107,19,46,99.74,0.22
Thermococcus kodakarensis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,60,85,100,1084334,51.98892267447602,2085702,RS_GCF_028471785.1,1906507,91.40840829610366,SAMN32933801,USA,none,none,FALSE,0,Thermococcus kodakarensis,none,4,47,2310,19,47,99.92,0.17
Thermococcus litoralis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,55,85,98,936792,43.20029882613899,2168485,RS_GCF_900064395.1,1969384,90.81842853420706,SAMEA3878241,none,formation liquid,none,FALSE,0,Thermococcus litoralis,2365,3,45,2447,19,45,97.3,0.76
Thermococcus nautili,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,55,87.5,95,1083867,54.84168844074651,1976356,RS_GCF_000585495.1,1814999,91.8356308276444,SAMN03081537,none,East Pacific Ridge,none,TRUE,0,Thermococcus nautili,2154,4,46,2181,19,46,99.97,0.3
Thermococcus onnurineus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,63,80,90,947318,51.272700309102525,1847607,RS_GCF_000018365.1,1675850,90.70381309445136,SAMN02603476,none,deep-sea hydrothermal vent area at PACMANUS field,none,TRUE,0,Thermococcus onnurineus NA1,1972,4,46,1998,19,46,98.89,0.14
Thermococcus pacificus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,70,84,95,968563,54.24078204688092,1785673,RS_GCF_002214485.1,1623478,90.91686999803436,SAMN03324161,New Zealand: Bay of plenty,hydrothermal sediment,none,TRUE,0,Thermococcus pacificus,1916,4,46,1950,19,46,99.98,0.49
Thermococcus paralvinellae,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,50,82,91,788902,40.296525282698134,1957742,RS_GCF_000517445.1,1794533,91.6634061076485,SAMN03081513,none,none,none,TRUE,0,Thermococcus paralvinellae,2098,4,46,2136,19,46,99.87,0.29
Thermococcus peptonophilus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,60,87.5,100,980968,51.73592615602715,1896106,RS_GCF_001592435.1,1728116,91.14026325532431,SAMN03324162,Pacific Ocean: Izu-Bonin forearc,hydrothermal fluid,28.57 N 140.63 E,TRUE,0,Thermococcus peptonophilus,2026,4,46,2059,19,46,99.89,0.32
Thermococcus piezophilus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,60,75,95,985751,51.10695769390294,1928800,RS_GCF_001647085.1,1681976,87.20323517212775,SAMN04915575,Mexico,hydrothermal vent,none,TRUE,0,Thermococcus piezophilus,2099,4,46,2270,19,45,99.14,0.28
Thermococcus profundus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,50,80,90,1084630,53.0863478474096,2043143,RS_GCF_002214585.1,1873595,91.70160874691592,SAMN03324163,Pacific Ocean: Middle Okinawa Trough,Hydrothermal precipitates,27.55 N 126.97 E,TRUE,0,Thermococcus profundus,2106,4,46,2123,19,46,99.96,0.24
Thermococcus radiotolerans,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,55,88,95,1039115,55.597675750004015,1868990,RS_GCF_002214565.1,1722058,92.13842770694332,SAMN03324164,Mexico: Guaymas basin,hydrothermal chimney sample,27.01 N 111.4 W,TRUE,0,Thermococcus radiotolerans,1999,4,45,2021,19,46,99.9,0.1
Thermococcus sibiricus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,40,78,88,759505,40.17781807582581,1890359,RS_GCF_001508065.1,1713405,90.6391325668828,SAMN03445129,USA:Alaska; North Slope; Kuparuk formation,oil reservoir sample K2,none,FALSE,0,Thermococcus sibiricus,none,2,41,2122,19,43,92.1,6.13
Thermococcus siculi,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,50,85,93,1115919,54.993945791548946,2029167,RS_GCF_002214505.1,1858364,91.58260507883284,SAMN03324165,Pacific Ocean: Middle Okinawa Trough,hydrothermal fluid,27.55 N 126.97 E,TRUE,0,Thermococcus siculi,2119,3,46,2139,19,46,99.94,0.3
Thermococcus stetteri,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,55,75,94,1067654,52.47024248321686,2034780,RS_GCF_017873335.1,1830201,89.94589095627046,SAMN18244794,Russia: Northern Kurils; Ushishir archipelago,none,none,TRUE,0,Thermococcus stetteri,none,4,47,2282,19,47,100,1.05
Thermococcus thioreducens,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,55,84,94,1104300,53.45287260180878,2065932,RS_GCF_002214545.1,1888379,91.4056706609898,SAMN03324168,Atlantic Ocean: Mid-Atlantic ridge; Rainbow site,hydrothermal chimney sample,36.2 N 33.9 W,TRUE,0,Thermococcus thioreducens,2268,4,46,2310,19,46,99.86,0.06
Thermococcus waiotapuensis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,60,85,90,964073,53.43267881410605,1804563,RS_GCF_032304395.1,1641179,90.94606284180712,SAMN37015851,none,none,none,FALSE,0,Thermococcus waiotapuensis,none,4,46,1964,19,46,99.92,0.08
Thermococcus zilligii,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,55,77.5,85,961270,54.4765009274272,1764559,RS_GCF_000258515.1,1594263,90.34909005592898,SAMN02470188,New Zealand: Rotorua,freshwater hot-pool in Kuirau Park,none,TRUE,0,Thermococcus zilligii AN1,1844,4,46,1869,19,46,99.91,0.1
Thermofilum pendens,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,85,87.5,100,1045351,57.646136276030624,1813393,RS_GCF_000015225.1,1652420,91.1231045890218,SAMN02598366,none,none,none,TRUE,0,Thermofilum pendens Hrk 5,1866,3,44,1931,19,44,99.99,0.43
Thermofilum uzonense,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,70,85,90,772789,47.940121142341006,1611988,RS_GCF_000993805.1,1455022,90.26258259987048,SAMN03083278,Russia: Kamchatka; Caldera Uzon,sediment,54.30 N 160.00 E,TRUE,0,Thermofilum uzonense,1648,3,47,1695,19,47,99.93,0.26
Thermogladius calderae,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermogladius,80,84,95,754671,55.64115495038774,1356318,RS_GCF_000264495.1,1239043,91.35342891563778,SAMN02603096,Russia: Uzon caldera; Kamchatka,none,none,TRUE,0,Thermogladius calderae 1633,1407,3,46,1421,19,46,99.95,0.31
Thermogymnomonas acidicola,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,NA,Thermogymnomonas,38,60,68,964855,55.88305307486963,1727356,RS_GCF_014646795.1,1542109,89.27569070880583,SAMD00245240,none,none,none,FALSE,0,Thermogymnomonas acidicola,none,3,46,1694,19,46,99.58,0.32
Thermoplasma acidophilum,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,45,59,63,600719,46.61386980654343,1288713,GB_GCA_026627405.1,1154284,89.56874028585108,SAMN31719904,Italy: Naples; Campi Flegrei; Pisciarelli hydrothermal system,acidic hydrothermal system,40.82949 N 14.14728 E,FALSE,0,Thermoplasma acidophilum,none,2,35,1336,17,35,81.95,2.95
Thermoplasma volcanium,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,33,60,67,632630,39.918500962895095,1584804,RS_GCF_000011185.1,1382234,87.21797774362003,SAMD00061089,none,none,none,TRUE,0,Thermoplasma volcanium GSS1,1578,3,46,1635,19,46,99.91,0.5
Thermoproteus tenax,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,85,90,96,1015210,55.12825664578923,1841542,RS_GCF_000253055.1,1663991,90.35856906874784,SAMEA2272453,none,none,none,TRUE,0,Thermoproteus tenax Kra 1,1959,3,46,2090,19,46,100,0.37
Thermoproteus uzoniensis,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,74,90,102,659516,60.12286828807591,1097887,GB_GCA_039793725.1,1010893,92.07623371075528,SAMN39982130,none,none,none,FALSE,none,Thermoproteus uzoniensis,none,none,none,1317,12,21,70.53,0.01
Thermosphaera aggregans,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermosphaera,65,85,90,621414,47.614063532004295,1305106,RS_GCF_014962245.1,1202643,92.14906681909362,SAMN16428067,Chile:San Fernando,hot spring,none,TRUE,0,Thermosphaera aggregans,none,3,45,1407,18,45,99.86,0.33
Vulcanisaeta distributa,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,70,90,92,1078516,45.427706994162506,2374137,RS_GCF_000148385.1,2157584,90.8786645421052,SAMN00017002,Japan,hot spring,none,TRUE,0,Vulcanisaeta distributa DSM 14429,2420,3,46,2570,19,46,99.99,0.34
Vulcanisaeta moutnovskia,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,60,82.5,98,828456,42.20612456893719,1963423,GB_GCA_023261665.1,1790404,91.18788972116552,SAMN17914450,Russia: Kamchatka; Mutnovsky,thermophilic sediment from acid hot spring,52.45 N 158.2 E,FALSE,none,Vulcanisaeta moutnovskia,none,none,none,2190,17,41,95.58,0.22
Vulcanisaeta souniana,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,65,85,89,1097733,45.13430103760133,2432148,RS_GCF_026000775.1,2174110,89.3905305104788,SAMD00535535,Japan:Kanagawa; Hakone,acidic water,none,TRUE,0,Vulcanisaeta souniana JCM 11219,none,3,46,2671,19,46,99.74,0.49
Vulcanisaeta thermophila,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,75,85,90,992593,49.07524693537111,2022594,RS_GCF_001748385.1,1834006,90.67593397389687,SAMD00042494,none,none,none,TRUE,0,Vulcanisaeta thermophila,2091,3,46,2171,19,46,99.78,0.69
Zestosphaera tikiterensis,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Zestosphaera,60,82.5,90,758138,41.92826042111981,1808184,GB_GCA_003056265.1,1576234,87.17221256243833,SAMN06648824,New Zealand: Tikitere,geothermal spring,38.0654 S 176.359 E,TRUE,0,Zestosphaera tikiterensis,1886,2,49,1941,19,48,93.46,1.69
